Div. No.,Division Name,School No.,School Name,Low Grade,High Grade,Grade PK,Grade JK,Grade KG,Grade T1,Grade 1,Grade 2,Grade 3,Grade 4,Grade 5,Grade 6,Grade 7,Grade 8,Grade 9,Grade 10,Grade 11,Grade 12,Grade PG,Total Full-Time,Part-time Students,Total Full-time & Part-time Students
27,Dinwiddie County Public Schools,310,DINWIDDIE ELEM,KG,5,,,47,,50,57,52,63,57,,,,,,,,,326,0,326
27,Dinwiddie County Public Schools,500,DINWIDDIE HIGH,9,12,,,,,,,,,,,,,401,310,307,331,,"1,349",0,"1,349"
27,Dinwiddie County Public Schools,471,DINWIDDIE MIDDLE,6,8,,,,,,,,,,313,355,330,,,,,,998,0,998
27,Dinwiddie County Public Schools,250,MIDWAY ELEM,KG,5,,,66,,66,63,64,57,75,,,,,,,,,391,0,391
27,Dinwiddie County Public Schools,10,SOUTHSIDE ELEM,KG,5,55,,60,,81,79,86,75,70,,,,,,,,,506,0,506
27,Dinwiddie County Public Schools,180,SUNNYSIDE ELEM,KG,5,,,45,,28,47,42,49,47,,,,,,,,,258,0,258
27,Dinwiddie County Public Schools,520,SUTHERLAND ELEM,KG,5,,,91,,84,96,91,92,112,,,,,,,,,566,0,566
28,Essex County Public Schools,10,ESSEX HIGH,9,12,,,,,,,,,,,,,105,102,122,94,,423,0,423
28,Essex County Public Schools,150,ESSEX INT.,5,8,,,,,,,,,110,111,107,112,,,,,,440,0,440
28,Essex County Public Schools,160,TAPPAHANNOCK ELEM,PK,4,40,,90,,105,101,108,99,,,,,,,,,,543,0,543
29,Fairfax County Public Schools,"2,203",ALDRIN ELEM,PK,6,29,,96,,121,108,93,87,91,101,,,,,,,,726,0,726
29,Fairfax County Public Schools,660,ANNANDALE HIGH,9,12,,,,,,,,,,,,,537,573,560,490,,"2,160",4,"2,164"
29,Fairfax County Public Schools,"1,360",ANNANDALE TERRACE ELEM,PK,5,47,,112,,109,94,103,108,117,,,,,,,,,690,0,690
29,Fairfax County Public Schools,"1,530",ARMSTRONG ELEM,PK,6,,,54,,55,76,65,74,68,69,,,,,,,,461,0,461
29,Fairfax County Public Schools,"2,459",BAILEY'S UPPER ELEMENTARY SCHOOL FOR THE ARTS AND SCIENCES,3,5,,,,,,,194,201,186,,,,,,,,,581,0,581
29,Fairfax County Public Schools,550,BAILEYS ELEM,PK,2,109,,182,,210,228,,,,,,,,,,,,729,0,729
29,Fairfax County Public Schools,"1,730",BEECH TREE ELEM,PK,5,30,,65,,62,67,55,55,50,,,,,,,,,384,0,384
29,Fairfax County Public Schools,560,BELLE VIEW ELEM,PK,6,19,,96,,72,85,79,69,68,76,,,,,,,,564,0,564
29,Fairfax County Public Schools,720,BELVEDERE ELEM,PK,5,75,,64,,87,84,127,156,136,,,,,,,,,729,0,729
29,Fairfax County Public Schools,"2,000",BONNIE BRAE ELEM,PK,6,35,,114,,104,109,81,86,109,112,,,,,,,,750,0,750
29,Fairfax County Public Schools,"1,090",BRADDOCK ELEM,PK,5,44,,119,,113,145,144,129,125,,,,,,,,,819,0,819
29,Fairfax County Public Schools,940,BREN MAR PARK ELEM,PK,5,18,,95,,86,87,92,82,78,,,,,,,,,538,0,538
29,Fairfax County Public Schools,"1,790",BROOKFIELD ELEM,PK,6,34,,110,,116,109,124,130,113,100,,,,,,,,836,0,836
29,Fairfax County Public Schools,"2,201",BRYANT ALTERNATIVE HIGH,7,12,,,,,,,,,,,,,18,57,93,131,,299,0,299
29,Fairfax County Public Schools,700,BUCKNELL ELEM,PK,6,35,,32,,24,37,22,41,28,31,,,,,,,,250,0,250
29,Fairfax County Public Schools,"2,225",BULL RUN ELEM,PK,6,2,,86,,85,99,138,126,140,158,,,,,,,,834,0,834
29,Fairfax County Public Schools,680,BUSH HILL ELEM,PK,6,8,,92,,54,69,51,72,57,77,,,,,,,,480,0,480
29,Fairfax County Public Schools,"1,940",CAMELOT ELEM,PK,6,44,,106,,102,83,107,82,95,76,,,,,,,,695,0,695
29,Fairfax County Public Schools,620,CAMERON ELEM,PK,6,36,,71,,69,76,70,66,74,68,,,,,,,,530,0,530
29,Fairfax County Public Schools,"1,590",CANTERBURY WOODS ELEM,PK,6,,,61,,78,82,136,119,166,125,,,,,,,,767,0,767
29,Fairfax County Public Schools,"1,690",CARDINAL FOREST ELEM,PK,6,40,,86,,86,109,81,88,92,75,,,,,,,,657,0,657
29,Fairfax County Public Schools,"2,222",CARSON MIDDLE,7,8,,,,,,,,,,,759,769,,,,,,"1,528",0,"1,528"
29,Fairfax County Public Schools,"2,090",CENTRE RIDGE ELEM,PK,6,39,,103,,114,124,100,105,127,104,,,,,,,,816,0,816
29,Fairfax County Public Schools,"2,205",CENTREVILLE ELEM,PK,6,27,,102,,103,113,126,120,151,118,,,,,,,,860,0,860
29,Fairfax County Public Schools,200,CENTREVILLE HIGH,9,12,,,,,,,,,,,,,645,668,658,564,1,"2,536",1,"2,537"
29,Fairfax County Public Schools,131,CHANTILLY HIGH,9,12,,,,,,,,,,,,,699,663,710,698,,"2,770",0,"2,770"
29,Fairfax County Public Schools,480,CHERRY RUN ELEM,PK,6,38,,52,,55,64,65,49,55,76,,,,,,,,454,0,454
29,Fairfax County Public Schools,100,CHESTERBROOK ELEM,PK,6,,,97,,102,97,96,116,86,85,,,,,,,,679,0,679
29,Fairfax County Public Schools,"1,050",CHURCHILL ROAD ELEM,PK,6,,,71,,85,94,124,122,144,154,,,,,,,,794,0,794
29,Fairfax County Public Schools,260,CLEARVIEW ELEM,PK,6,71,,83,,73,91,108,112,89,85,,,,,,,,712,0,712
29,Fairfax County Public Schools,"1,870",CLERMONT ELEM,PK,6,1,,96,,78,96,94,77,78,61,,,,,,,,581,0,581
29,Fairfax County Public Schools,"2,347",COATES ELEM,PK,6,3,,123,,132,119,120,93,84,79,,,,,,,,753,0,753
29,Fairfax County Public Schools,"1,510",COLUMBIA ELEM,PK,5,5,,93,,66,84,99,83,72,,,,,,,,,502,0,502
29,Fairfax County Public Schools,"2,234",COLVIN RUN ELEM,PK,6,11,,89,,78,123,107,121,115,155,,,,,,,,799,0,799
29,Fairfax County Public Schools,"1,190",COOPER MIDDLE,7,8,,,,,,,,,,,390,413,,,,,,803,0,803
29,Fairfax County Public Schools,870,CRESTWOOD ELEM,PK,6,48,,84,,74,93,100,88,86,81,,,,,,,,654,0,654
29,Fairfax County Public Schools,"2,020",CROSSFIELD ELEM,PK,6,26,,73,,77,79,105,111,118,110,,,,,,,,699,0,699
29,Fairfax County Public Schools,"1,600",CUB RUN ELEM,PK,6,26,,72,,80,82,61,86,80,82,,,,,,,,569,0,569
