Div. No.,Division Name,School No.,School Name,Low Grade,High Grade,Grade PK,Grade JK,Grade KG,Grade T1,Grade 1,Grade 2,Grade 3,Grade 4,Grade 5,Grade 6,Grade 7,Grade 8,Grade 9,Grade 10,Grade 11,Grade 12,Grade PG,Total Full-Time,Part-time Students,Total Full-time & Part-time Students
29,Fairfax County Public Schools,"1,840",GREENBRIAR EAST ELEM,PK,6,40,,150,,158,148,141,110,115,118,,,,,,,,980,0,980
29,Fairfax County Public Schools,"1,500",GREENBRIAR WEST ELEM,PK,6,2,,71,,86,92,139,164,143,241,,,,,,,,938,0,938
29,Fairfax County Public Schools,330,GROVETON ELEM,PK,6,32,,127,,121,102,115,103,113,100,,,,,,,,813,0,813
29,Fairfax County Public Schools,690,GUNSTON ELEM,PK,6,1,,71,,71,64,77,67,74,94,,,,,,,,519,0,519
29,Fairfax County Public Schools,"2,210",HALLEY ELEM,PK,6,68,,91,,78,99,82,103,98,96,,,,,,,,715,0,715
29,Fairfax County Public Schools,750,HAYCOCK ELEM,PK,6,1,,108,,111,100,170,166,135,178,,,,,,,,969,0,969
29,Fairfax County Public Schools,"1,740",HAYFIELD ELEM,PK,6,2,,132,,115,128,102,87,102,98,,,,,,,,766,0,766
29,Fairfax County Public Schools,"1,800",HAYFIELD SECONDARY,7,12,,,,,,,,,,,445,450,501,533,500,477,,"2,906",3,"2,909"
29,Fairfax County Public Schools,"1,250",HERNDON ELEM,PK,6,24,,125,,105,142,119,133,122,103,,,,,,,,873,0,873
29,Fairfax County Public Schools,32,HERNDON HIGH,9,12,,,,,,,,,,,,,624,605,654,463,,"2,346",2,"2,348"
29,Fairfax County Public Schools,33,HERNDON MIDDLE,7,8,,,,,,,,,,,518,507,,,,,,"1,025",0,"1,025"
29,Fairfax County Public Schools,"1,330",HOLLIN MEADOWS ELEM,PK,6,23,,86,,94,99,85,70,90,83,,,,,,,,630,0,630
29,Fairfax County Public Schools,"1,521",HOLMES MIDDLE,6,8,,,,,,,,,,327,352,319,,,,,,998,0,998
29,Fairfax County Public Schools,350,HUGHES MIDDLE,7,8,,,,,,,,,,,527,495,,,,,,"1,022",0,"1,022"
29,Fairfax County Public Schools,"1,880",HUNT VALLEY ELEM,PK,6,1,,97,,112,108,102,74,101,112,,,,,,,,707,0,707
29,Fairfax County Public Schools,"1,950",HUNTERS WOODS ELEM,PK,6,30,,102,,106,100,142,142,144,140,,,,,,,,906,0,906
29,Fairfax County Public Schools,"1,980",HUTCHISON ELEM,PK,6,57,,163,,118,165,140,141,134,131,,,,,,,,"1,049",0,"1,049"
29,Fairfax County Public Schools,"1,420",HYBLA VALLEY ELEM,PK,6,19,,129,,146,128,158,135,131,117,,,,,,,,963,0,963
29,Fairfax County Public Schools,"1,120",IRVING MIDDLE,7,8,,,,,,,,,,,549,509,,,,,,"1,058",0,"1,058"
29,Fairfax County Public Schools,"2,235",ISLAND CREEK ELEM,PK,6,42,,113,,132,124,108,93,99,90,,,,,,,,801,0,801
29,Fairfax County Public Schools,673,JACKSON MIDDLE,7,8,,,,,,,,,,,735,709,,,,,,"1,444",0,"1,444"
29,Fairfax County Public Schools,"1,240",KEENE MILL ELEM,PK,6,1,,72,,73,74,142,135,134,140,,,,,,,,771,0,771
29,Fairfax County Public Schools,980,KENT GARDENS ELEM,PK,6,,,95,,146,144,160,149,149,122,,,,,,,,965,0,965
29,Fairfax County Public Schools,"1,901",KEY CENTER,PK,12,,,1,,1,1,5,2,6,5,6,10,6,13,13,26,,95,0,95
29,Fairfax County Public Schools,"1,900",KEY MIDDLE,7,8,,,,,,,,,,,414,395,,,,,,809,0,809
29,Fairfax County Public Schools,"1,761",KILMER CENTER,PK,12,,,1,,2,3,1,5,4,5,3,10,10,2,9,22,,77,0,77
29,Fairfax County Public Schools,"1,760",KILMER MIDDLE,7,8,,,,,,,,,,,628,611,,,,,,"1,239",0,"1,239"
29,Fairfax County Public Schools,"1,890",KINGS GLEN ELEM,4,6,,,,,,,,163,151,146,,,,,,,,460,0,460
29,Fairfax County Public Schools,"1,440",KINGS PARK ELEM,PK,3,18,,172,,156,179,166,,,,,,,,,,,691,0,691
29,Fairfax County Public Schools,"1,570",LAKE ANNE ELEM,PK,6,18,,101,,97,102,86,96,73,80,,,,,,,,653,0,653
29,Fairfax County Public Schools,90,LAKE BRADDOCK SECONDARY,7,12,,,,,,,,,,,713,720,690,715,709,732,1,"4,280",2,"4,282"
29,Fairfax County Public Schools,"2,209",LANE ELEM,PK,6,1,,137,,128,123,109,110,113,108,,,,,,,,829,0,829
29,Fairfax County Public Schools,"1,460",LANGLEY HIGH,9,12,,,,,,,,,,,,,483,486,491,529,,"1,989",3,"1,992"
29,Fairfax County Public Schools,"1,110",LANIER MIDDLE,7,8,,,,,,,,,,,479,458,,,,,,937,0,937
29,Fairfax County Public Schools,"2,348",LAUREL HILL ELEM,PK,6,2,,109,,121,112,145,152,149,139,,,,,,,,929,0,929
29,Fairfax County Public Schools,"1,970",LAUREL RIDGE ELEM,PK,6,1,,115,,110,121,145,128,123,121,,,,,,,,864,0,864
29,Fairfax County Public Schools,"1,020",LEE HIGH,9,12,,,,,,,,,,,,,451,464,494,407,2,"1,818",1,"1,819"
29,Fairfax County Public Schools,"1,850",LEES CORNER ELEM,PK,6,4,,91,,108,136,121,106,107,97,,,,,,,,770,0,770
29,Fairfax County Public Schools,770,LEMON ROAD ELEM,PK,6,18,,63,,78,71,101,90,80,92,,,,,,,,593,0,593
29,Fairfax County Public Schools,"2,233",LIBERTY MIDDLE,7,8,,,,,,,,,,,492,560,,,,,,"1,052",0,"1,052"
29,Fairfax County Public Schools,"1,400",LITTLE RUN ELEM,PK,6,34,,53,,39,41,46,41,53,40,,,,,,,,347,0,347
29,Fairfax County Public Schools,"1,830",LONDON TOWNE ELEM,PK,6,34,,129,,131,115,132,126,112,104,,,,,,,,883,0,883
29,Fairfax County Public Schools,"1,150",LONGFELLOW MIDDLE,7,8,,,,,,,,,,,683,664,,,,,,"1,347",0,"1,347"
29,Fairfax County Public Schools,"2,236",LORTON STATION ELEM,PK,6,16,,94,,118,124,145,163,162,154,,,,,,,,976,0,976
29,Fairfax County Public Schools,110,LOUISE ARCHER ELEM,PK,6,1,,58,,67,56,111,116,123,139,,,,,,,,671,0,671
29,Fairfax County Public Schools,890,LYNBROOK ELEM,PK,6,53,,94,,88,102,102,94,82,59,,,,,,,,674,0,674
29,Fairfax County Public Schools,"1,060",MADISON HIGH,9,12,,,,,,,,,,,,,561,552,608,482,1,"2,204",1,"2,205"
29,Fairfax County Public Schools,"1,210",MANTUA ELEM,PK,6,2,,90,,101,137,160,175,159,165,,,,,,,,989,0,989
29,Fairfax County Public Schools,"1,290",MARSHALL HIGH,9,12,,,,,,,,,,,,,530,600,558,485,,"2,173",1,"2,174"
29,Fairfax County Public Schools,"1,200",MARSHALL ROAD ELEM,PK,6,2,,107,,141,118,102,102,88,120,,,,,,,,780,0,780
29,Fairfax County Public Schools,"2,410",MASON CREST ELEM,PK,5,75,,86,,106,95,86,101,75,,,,,,,,,624,0,624
29,Fairfax County Public Schools,790,MCLEAN HIGH,9,12,,,,,,,,,,,,,536,523,506,504,1,"2,070",0,"2,070"
29,Fairfax County Public Schools,"2,231",MCNAIR ELEM,PK,6,50,,191,,182,196,207,179,194,144,,,,,,,,"1,343",0,"1,343"
29,Fairfax County Public Schools,"1,390",MOSBY WOODS ELEM,PK,6,17,,104,,109,137,160,168,172,168,,,,,,,,"1,035",0,"1,035"
29,Fairfax County Public Schools,510,MOUNT EAGLE ELEM,PK,6,19,,54,,54,63,66,63,64,51,,,,,,,,434,0,434
29,Fairfax County Public Schools,420,MOUNT VERNON HIGH,9,12,,,,,,,,,,,,,510,566,512,462,,"2,050",0,"2,050"
29,Fairfax County Public Schools,"1,640",MOUNT VERNON WOODS ELEM,PK,6,76,,77,,64,112,89,107,91,78,,,,,,,,694,0,694
29,Fairfax County Public Schools,"2,211",MOUNTAIN VIEW ALTERNATIVE HIGH,9,12,,,,,,,,,,,,,7,22,84,120,,233,0,233
29,Fairfax County Public Schools,800,NAVY ELEM,PK,6,1,,123,,103,128,148,146,146,183,,,,,,,,978,0,978
29,Fairfax County Public Schools,470,NEWINGTON FOREST ELEM,PK,6,16,,76,,73,71,82,72,72,80,,,,,,,,542,0,542
29,Fairfax County Public Schools,930,NORTH SPRINGFIELD ELEM,PK,5,78,,69,,72,73,73,64,68,,,,,,,,,497,0,497
29,Fairfax County Public Schools,430,OAK HILL ELEM,PK,6,14,,75,,76,105,138,156,139,140,,,,,,,,843,0,843
29,Fairfax County Public Schools,"1,860",OAK VIEW ELEM,PK,6,2,,108,,111,122,121,112,123,120,,,,,,,,819,0,819
29,Fairfax County Public Schools,140,OAKTON ELEM,PK,6,2,,114,,114,108,121,110,128,114,,,,,,,,811,0,811
29,Fairfax County Public Schools,"1,710",OAKTON HIGH,9,12,,,,,,,,,,,,,634,684,598,596,,"2,512",1,"2,513"
29,Fairfax County Public Schools,"1,650",OLDE CREEK ELEM,PK,6,1,,43,,59,57,55,74,62,72,,,,,,,,423,0,423
29,Fairfax County Public Schools,150,ORANGE HUNT ELEM,PK,6,1,,108,,131,131,149,106,120,121,,,,,,,,867,0,867
29,Fairfax County Public Schools,"1,030",PARKLAWN ELEM,PK,5,63,,105,,104,103,123,110,110,,,,,,,,,718,0,718
29,Fairfax County Public Schools,"2,440",PIMMIT EC RESOURCE CTR,PK,PK,40,,,,,,,,,,,,,,,,,40,0,40
29,Fairfax County Public Schools,820,PINE SPRING ELEM,PK,6,58,,96,,80,86,74,80,56,56,,,,,,,,586,0,586
29,Fairfax County Public Schools,"1,130",POE MIDDLE,6,8,,,,,,,,,,290,298,312,,,,,,900,0,900
29,Fairfax County Public Schools,"2,080",POPLAR TREE ELEM,PK,6,33,,63,,75,75,125,121,142,83,,,,,,,,717,0,717
29,Fairfax County Public Schools,"2,237",POWELL ELEM,PK,6,1,,139,,152,152,121,135,117,145,,,,,,,,962,0,962
29,Fairfax County Public Schools,"2,230",PROVIDENCE ELEM,PK,6,22,,137,,139,124,94,135,127,123,,,,,,,,901,0,901
29,Fairfax County Public Schools,"1,310",RAVENSWORTH ELEM,PK,6,12,,74,,91,92,69,84,63,74,,,,,,,,559,0,559
29,Fairfax County Public Schools,"1,820",RIVERSIDE ELEM,PK,6,71,,99,,111,100,119,106,121,96,,,,,,,,823,0,823
29,Fairfax County Public Schools,"1,960",ROBINSON SECONDARY,7,12,,,,,,,,,,,586,604,671,645,722,710,1,"3,939",0,"3,939"
29,Fairfax County Public Schools,"2,251",ROCKY RUN E C RESOURCE CTR,PK,PK,211,,,,,,,,,,,,,,,,,211,0,211
29,Fairfax County Public Schools,300,ROCKY RUN MIDDLE,7,8,,,,,,,,,,,661,597,,,,,,"1,258",0,"1,258"
29,Fairfax County Public Schools,"1,770",ROLLING VALLEY ELEM,PK,6,1,,94,,83,89,85,69,72,82,,,,,,,,575,0,575
29,Fairfax County Public Schools,950,ROSE HILL ELEM,PK,6,67,,112,,87,106,95,91,87,94,,,,,,,,739,0,739
29,Fairfax County Public Schools,"1,300",SANDBURG MIDDLE,7,8,,,,,,,,,,,737,687,,,,,,"1,424",0,"1,424"
29,Fairfax County Public Schools,"2,030",SANGSTER ELEM,PK,6,,,90,,89,97,178,169,163,182,,,,,,,,968,0,968
29,Fairfax County Public Schools,"2,040",SARATOGA ELEM,PK,6,32,,92,,102,98,95,91,95,107,,,,,,,,712,0,712
29,Fairfax County Public Schools,80,SHERMAN ELEM,PK,6,18,,67,,61,65,40,59,47,54,,,,,,,,411,0,411
29,Fairfax County Public Schools,"1,660",SHREVEWOOD ELEM,PK,6,13,,116,,110,113,103,98,95,92,,,,,,,,740,0,740
29,Fairfax County Public Schools,"1,680",SILVERBROOK ELEM,PK,6,,,104,,109,120,120,123,120,117,,,,,,,,813,0,813
29,Fairfax County Public Schools,710,SLEEPY HOLLOW ELEM,PK,5,11,,97,,69,80,87,58,58,,,,,,,,,460,0,460
29,Fairfax County Public Schools,"2,241",SOUTH COUNTY HIGH,9,12,,,,,,,,,,,,,552,568,570,565,,"2,255",1,"2,256"
29,Fairfax County Public Schools,"2,420",SOUTH COUNTY MIDDLE,7,8,,,,,,,,,,,531,531,,,,,,"1,062",0,"1,062"
29,Fairfax County Public Schools,"1,990",SOUTH LAKES HIGH,9,12,,,,,,,,,,,,,603,656,635,629,1,"2,524",1,"2,525"
29,Fairfax County Public Schools,"1,620",SPRING HILL ELEM,PK,6,,,106,,144,128,154,147,159,157,,,,,,,,995,0,995
29,Fairfax County Public Schools,960,SPRINGFIELD ESTATES ELEM,PK,6,18,,53,,49,50,167,174,146,155,,,,,,,,812,0,812
29,Fairfax County Public Schools,"1,380",STENWOOD ELEM,PK,6,14,,94,,79,89,80,68,61,71,,,,,,,,556,0,556
29,Fairfax County Public Schools,"2,070",STONE MIDDLE,7,8,,,,,,,,,,,375,408,,,,,,783,0,783
29,Fairfax County Public Schools,"1,350",STRATFORD LANDING ELEM,PK,6,24,,73,,82,65,141,139,139,160,,,,,,,,823,0,823
29,Fairfax County Public Schools,"1,070",STUART HIGH,9,12,,,,,,,,,,,,,599,557,561,417,2,"2,136",1,"2,137"
29,Fairfax County Public Schools,280,SUNRISE VALLEY ELEM,PK,6,,,57,,78,77,95,99,98,81,,,,,,,,585,0,585
29,Fairfax County Public Schools,170,TERRA CENTRE ELEM,PK,6,38,,87,,93,68,79,69,86,79,,,,,,,,599,0,599
29,Fairfax County Public Schools,250,TERRASET ELEM,PK,6,,,88,,79,94,89,64,69,83,,,,,,,,566,0,566
29,Fairfax County Public Schools,"1,371",THOMAS JEFFERSON HIGH,9,12,,,,,,,,,,,,,455,457,440,437,,"1,789",0,"1,789"
29,Fairfax County Public Schools,"1,140",THOREAU MIDDLE,7,8,,,,,,,,,,,458,446,,,,,,904,0,904
29,Fairfax County Public Schools,830,TIMBER LANE ELEM,PK,6,63,,76,,87,71,81,65,67,57,,,,,,,,567,0,567
29,Fairfax County Public Schools,"1,160",TWAIN MIDDLE,7,8,,,,,,,,,,,499,486,,,,,,985,0,985
29,Fairfax County Public Schools,"1,540",UNION MILL ELEM,PK,6,,,122,,130,130,149,149,135,151,,,,,,,,966,0,966
29,Fairfax County Public Schools,120,VIENNA ELEM,PK,6,23,,59,,78,82,64,74,52,43,,,,,,,,475,0,475
29,Fairfax County Public Schools,"2,252",VIRGINIA HILLS E C RESOURCE CTR,PK,PK,237,,,,,,,,,,,,,,,,,237,0,237
29,Fairfax County Public Schools,"2,050",VIRGINIA RUN ELEM,PK,6,17,,92,,87,88,100,90,113,93,,,,,,,,680,0,680
29,Fairfax County Public Schools,850,WAKEFIELD FOREST ELEM,PK,6,1,,76,,86,96,87,81,87,80,,,,,,,,594,0,594
29,Fairfax County Public Schools,"2,100",WAPLES MILL ELEM,PK,6,32,,118,,140,131,120,108,127,127,,,,,,,,903,0,903
29,Fairfax County Public Schools,"1,320",WASHINGTON MILL ELEM,PK,6,25,,89,,79,72,90,85,70,85,,,,,,,,595,0,595
29,Fairfax County Public Schools,"1,080",WAYNEWOOD ELEM,PK,6,,,116,,112,120,110,106,111,115,,,,,,,,790,0,790
29,Fairfax County Public Schools,900,WEST POTOMAC HIGH,9,12,,,,,,,,,,,,,740,620,682,604,,"2,646",0,"2,646"
29,Fairfax County Public Schools,"1,430",WEST SPRINGFIELD ELEM,PK,6,13,,71,,75,78,72,72,75,72,,,,,,,,528,0,528
29,Fairfax County Public Schools,"1,610",WEST SPRINGFIELD HIGH,9,12,,,,,,,,,,,,,541,562,560,574,,"2,237",4,"2,241"
29,Fairfax County Public Schools,"1,580",WESTBRIAR ELEM,PK,6,1,,95,,98,111,129,138,121,138,,,,,,,,831,0,831
29,Fairfax County Public Schools,"2,228",WESTFIELD HIGH,9,12,,,,,,,,,,,,,656,672,637,650,,"2,615",3,"2,618"
29,Fairfax County Public Schools,"1,670",WESTGATE ELEM,PK,6,18,,112,,88,76,67,55,71,65,,,,,,,,552,0,552
29,Fairfax County Public Schools,580,WESTLAWN ELEM,PK,6,21,,118,,117,127,119,134,104,96,,,,,,,,836,0,836
29,Fairfax County Public Schools,520,WEYANOKE ELEM,PK,5,18,,116,,80,90,80,100,82,,,,,,,,,566,0,566
29,Fairfax County Public Schools,400,WHITE OAKS ELEM,PK,6,1,,85,,101,96,153,145,141,145,,,,,,,,867,0,867
29,Fairfax County Public Schools,"1,550",WHITMAN MIDDLE,7,8,,,,,,,,,,,471,504,,,,,,975,0,975
29,Fairfax County Public Schools,"2,060",WILLOW SPRINGS ELEM,PK,6,1,,94,,89,107,145,187,159,185,,,,,,,,967,0,967
29,Fairfax County Public Schools,"1,810",WOLFTRAP ELEM,PK,6,,,69,,85,77,81,82,94,90,,,,,,,,578,0,578
29,Fairfax County Public Schools,650,WOODBURN ELEM,PK,6,2,,92,,63,80,56,82,55,57,,,,,,,,487,0,487
29,Fairfax County Public Schools,380,WOODLAWN ELEM,PK,6,16,,87,,77,65,87,82,83,86,,,,,,,,583,0,583
29,Fairfax County Public Schools,590,WOODLEY HILLS ELEM,PK,6,24,,77,,91,87,85,95,83,92,,,,,,,,634,0,634
29,Fairfax County Public Schools,"1,260",WOODSON HIGH,9,12,,,,,,,,,,,,,575,615,685,560,,"2,435",1,"2,436"
109,Falls Church City Public Schools,251,GEORGE MASON HIGH,9,12,,,,,,,,,,,,,201,203,203,201,,808,1,809
109,Falls Church City Public Schools,270,JESSIE THACKREY PRESCHOOL,PK,PK,71,,,,,,,,,,,,,,,,,71,0,71
109,Falls Church City Public Schools,252,MARY ELLEN HENDERSON MIDDLE,6,8,,,,,,,,,,175,215,197,,,,,,587,0,587
109,Falls Church City Public Schools,240,MT. DANIEL SCHOOL,KG,1,,,191,,191,,,,,,,,,,,,,382,1,383
109,Falls Church City Public Schools,260,THOMAS JEFFERSON ELEM,2,5,,,,,,177,229,196,220,,,,,,,,,822,0,822
30,Fauquier County Public Schools,854,AUBURN MIDDLE,6,8,,,,,,,,,,172,180,190,,,,,,542,0,542
30,Fauquier County Public Schools,460,C. HUNTER RITCHIE ELEM,PK,5,26,,55,,68,63,67,80,73,,,,,,,,,432,3,435
30,Fauquier County Public Schools,730,C.M. BRADLEY ELEM,PK,5,6,,65,,61,71,73,74,86,,,,,,,,,436,0,436
30,Fauquier County Public Schools,520,CEDAR LEE MIDDLE,6,8,,,,,,,,,,208,229,202,,,,,,639,0,639
30,Fauquier County Public Schools,120,CLAUDE THOMPSON ELEM,PK,5,,,44,,43,55,42,53,53,,,,,,,,,290,0,290
30,Fauquier County Public Schools,701,FAUQUIER HIGH,9,12,,,,,,,,,,,,,372,345,324,308,,"1,349",0,"1,349"
30,Fauquier County Public Schools,450,GRACE MILLER ELEM,PK,5,19,,79,,66,70,80,74,82,,,,,,,,,470,1,471
30,Fauquier County Public Schools,511,GREENVILLE ELEM,PK,5,0,,76,,94,73,98,83,76,,,,,,,,,500,0,500
30,Fauquier County Public Schools,750,H.M. PEARSON ELEM,PK,5,7,,63,,62,66,64,58,75,,,,,,,,,395,0,395
30,Fauquier County Public Schools,853,JAMES G. BRUMFIELD ELEM,PK,5,24,,88,,91,84,80,83,92,,,,,,,,,542,0,542
30,Fauquier County Public Schools,510,KETTLE RUN HIGH SCH,9,12,,,,,,,,,,,,,302,302,306,318,,"1,228",0,"1,228"
30,Fauquier County Public Schools,851,LIBERTY HIGH,9,12,,,,,,,,,,,,,321,343,291,291,5,"1,251",0,"1,251"
30,Fauquier County Public Schools,530,MARGARET M. PIERCE ELEM,PK,5,2,,93,,83,85,90,85,80,,,,,,,,,518,0,518
30,Fauquier County Public Schools,10,MARSHALL MIDDLE,6,8,,,,,,,,,,141,166,149,,,,,,456,0,456
30,Fauquier County Public Schools,20,MARY WALTER ELEM,PK,5,10,,70,,63,61,75,69,72,,,,,,,,,420,1,421
30,Fauquier County Public Schools,720,P.B. SMITH ELEM,PK,5,6,,54,,47,51,62,46,78,,,,,,,,,344,3,347
30,Fauquier County Public Schools,670,W.C. TAYLOR MIDDLE,6,8,,,,,,,,,,150,166,140,,,,,,456,0,456
30,Fauquier County Public Schools,740,W.G. COLEMAN ELEM,PK,5,22,,47,,52,55,65,69,72,,,,,,,,,382,0,382
30,Fauquier County Public Schools,660,WARRENTON MIDDLE,6,8,,,,,,,,,,126,157,137,,,,,,420,0,420
31,Floyd County Public Schools,90,CHECK ELEM,PK,7,,,40,,46,30,52,38,30,36,34,,,,,,,306,0,306
31,Floyd County Public Schools,660,FLOYD COUNTY HIGH,8,12,,,,,,,,,,,,152,169,170,186,133,,810,0,810
31,Floyd County Public Schools,360,FLOYD ELEM,PK,7,46,,52,,58,56,54,70,77,59,83,,,,,,,555,0,555
31,Floyd County Public Schools,650,INDIAN VALLEY ELEM,PK,7,,,19,,17,12,9,26,16,29,21,,,,,,,149,0,149
31,Floyd County Public Schools,500,WILLIS ELEM,PK,7,18,,19,,25,27,24,39,16,28,26,,,,,,,222,0,222
32,Fluvanna County Public Schools,300,CARYSBROOK ELEM,3,4,,,,,,,268,268,,,,,,,,,,536,0,536
32,Fluvanna County Public Schools,310,CENTRAL ELEM,1,2,,,,,218,237,,,,,,,,,,,,455,0,455
32,Fluvanna County Public Schools,260,FLUVANNA COUNTY HIGH,8,12,,,,,,,,,,,,289,311,267,306,232,,"1,405",1,"1,406"
32,Fluvanna County Public Schools,320,FLUVANNA MIDDLE,5,7,,,,,,,,,289,297,317,,,,,,,903,0,903
32,Fluvanna County Public Schools,330,WEST CENTRAL PRIMARY SCHOOL ,PK,KG,70,,219,,,,,,,,,,,,,,,289,0,289
135,Franklin City Public Schools,20,FRANKLIN HIGH,9,12,,,,,,,,,,,,,77,85,45,86,,293,0,293
135,Franklin City Public Schools,561,JOSEPH P. KING JR. MIDDLE,6,8,,,,,,,,,,72,89,82,,,,,,243,0,243
135,Franklin City Public Schools,10,S.P. MORTON ELEM,PK,5,67,,85,,86,87,90,88,89,,,,,,,,,592,0,592
33,Franklin County Public Schools,32,BEN. FRANKLIN MIDDLE-EAST,6,6,,,,,,,,,,537,,,,,,,,537,0,537
33,Franklin County Public Schools,31,BEN. FRANKLIN MIDDLE-WEST,7,8,,,,,,,,,,,531,270,,,,,,801,0,801
33,Franklin County Public Schools,"1,370",BOONES MILL ELEM,PK,5,29,,52,,50,38,63,47,63,,,,,,,,,342,0,342
33,Franklin County Public Schools,"1,320",BURNT CHIMNEY ELEM,PK,5,33,,38,,40,54,35,53,49,,,,,,,,,302,0,302
33,Franklin County Public Schools,350,CALLAWAY ELEM,PK,5,16,,42,,36,44,35,40,42,,,,,,,,,255,0,255
33,Franklin County Public Schools,20,DUDLEY ELEM,PK,5,16,,37,,43,43,53,38,44,,,,,,,,,274,0,274
33,Franklin County Public Schools,"1,360",FERRUM ELEM,PK,5,29,,30,,42,41,38,35,39,,,,,,,,,254,0,254
33,Franklin County Public Schools,"1,311",FRANKLIN COUNTY HIGH,9,12,,,,,,,,,,,,,576,612,498,477,,"2,163",0,"2,163"
33,Franklin County Public Schools,"1,481",GEREAU CTR FOR APL TECH&CAREER EXPL,8,8,,,,,,,,,,,,270,,,,,,270,0,270
33,Franklin County Public Schools,690,GLADE HILL ELEM,PK,5,24,,37,,39,47,36,53,45,,,,,,,,,281,0,281
33,Franklin County Public Schools,10,HENRY ELEM,PK,5,13,,29,,28,36,34,36,33,,,,,,,,,209,0,209
33,Franklin County Public Schools,660,LEE M. WAID ELEM,PK,5,45,,48,,60,60,74,52,49,,,,,,,,,388,0,388
33,Franklin County Public Schools,"1,380",ROCKY MOUNT ELEM,PK,5,33,,56,,69,58,68,64,62,,,,,,,,,410,0,410
33,Franklin County Public Schools,"1,170",SNOW CREEK ELEM,PK,5,16,,30,,30,45,28,30,31,,,,,,,,,210,0,210
33,Franklin County Public Schools,960,SONTAG ELEM,PK,5,32,,45,,48,66,50,49,40,,,,,,,,,330,0,330
33,Franklin County Public Schools,980,WINDY GAP ELEM,PK,5,33,,56,,37,52,54,47,47,,,,,,,,,326,0,326
34,Frederick County Public Schools,586,ADMIRAL RICHARD E. BYRD MIDDLE,6,8,,,,,,,,,,324,298,314,,,,,,936,0,936
34,Frederick County Public Schools,10,APPLE PIE RIDGE ELEM,KG,5,5,,65,,63,76,81,87,94,,,,,,,,,471,0,471
34,Frederick County Public Schools,320,ARMEL ELEM,KG,5,10,,86,,95,105,118,109,87,,,,,,,,,610,0,610
34,Frederick County Public Schools,20,BASS-HOOVER ELEM,KG,5,5,,88,,89,102,105,107,103,,,,,,,,,599,0,599
34,Frederick County Public Schools,587,EVENDALE ELEM,KG,5,3,,98,,83,87,99,98,95,,,,,,,,,563,0,563
34,Frederick County Public Schools,460,FREDERICK COUNTY MIDDLE,6,8,,,,,,,,,,205,215,233,,,,,,653,0,653
34,Frederick County Public Schools,380,GAINESBORO ELEM,KG,5,4,,57,,60,94,75,106,102,,,,,,,,,498,0,498
34,Frederick County Public Schools,590,GREENWOOD MILL ELEM,KG,5,12,,100,,90,105,105,111,132,,,,,,,,,655,0,655
34,Frederick County Public Schools,40,INDIAN HOLLOW ELEM,KG,5,9,,75,,60,60,69,75,65,,,,,,,,,413,0,413
34,Frederick County Public Schools,30,JAMES WOOD HIGH,9,12,,,,,,,,,,,,,337,315,330,315,,"1,297",0,"1,297"
34,Frederick County Public Schools,420,JAMES WOOD MIDDLE,6,8,,,,,,,,,,295,310,302,,,,,,907,0,907
34,Frederick County Public Schools,340,MIDDLETOWN ELEM,KG,5,4,,71,,73,81,79,86,88,,,,,,,,,482,0,482
34,Frederick County Public Schools,584,MILLBROOK HIGH,9,12,,,,,,,,,,,,,379,343,362,324,,"1,408",0,"1,408"
34,Frederick County Public Schools,583,ORCHARD VIEW ELEM,KG,5,4,,72,,75,79,67,87,76,,,,,,,,,460,0,460
34,Frederick County Public Schools,582,REDBUD RUN ELEM,KG,5,8,,97,,126,107,103,118,107,,,,,,,,,666,0,666
34,Frederick County Public Schools,480,ROBERT E. AYLOR MIDDLE,6,8,,,,,,,,,,216,211,196,,,,,,623,0,623
34,Frederick County Public Schools,581,SHERANDO HIGH,9,12,,,,,,,,,,,,,356,412,365,376,,"1,509",0,"1,509"
34,Frederick County Public Schools,410,STONEWALL ELEM,KG,5,8,,106,,107,95,102,95,75,,,,,,,,,588,0,588
110,Fredericksburg City Public Schools,50,HUGH MERCER ELEM,KG,2,,,298,,270,283,,,,,,,,,,,,851,0,851
110,Fredericksburg City Public Schools,40,JAMES MONROE HIGH,9,12,,,,,,,,,,,,,291,264,262,206,4,"1,027",0,"1,027"
110,Fredericksburg City Public Schools,272,LAFAYETTE UPPER ELEM,3,5,,,,,,,296,298,230,,,,,,,,,824,0,824
110,Fredericksburg City Public Schools,30,ORIGINAL WALKER-GRANT,PK,PK,195,,,,,,,,,,,,,,,,,195,0,195
110,Fredericksburg City Public Schools,273,WALKER-GRANT MIDDLE,6,8,,,,,,,,,,245,229,210,,,,,,684,0,684
111,Galax City Public Schools,10,GALAX ELEM,KG,4,60,,99,,106,119,92,91,,,,,,,,,,567,0,567
111,Galax City Public Schools,31,GALAX HIGH,8,12,,,,,,,,,,,,100,108,105,89,91,,493,0,493
111,Galax City Public Schools,32,GALAX MIDDLE,5,7,,,,,,,,,87,93,92,,,,,,,272,0,272
35,Giles County Public Schools,10,EASTERN COMBINED,PK,7,0,,49,,50,50,56,46,64,56,58,,,,,,,429,0,429
35,Giles County Public Schools,461,GILES HIGH,8,12,,,,,,,,,,,,160,132,132,130,132,,686,0,686
35,Giles County Public Schools,390,MACY MCCLAUGHERTY COMBINED,PK,7,0,,76,,75,56,65,50,68,59,61,,,,,,,510,0,510
